City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
475,Aklavik,CA,68.2191,-135.0107,64.4,55,40,6.91,scattered clouds
476,Paamiut,GL,61.994,-49.6678,43.45,92,26,7.74,scattered clouds
477,Aitape,PG,-3.1374,142.3475,76.68,86,83,3.65,broken clouds
478,Sorong,ID,-0.8833,131.25,76.77,87,84,7.4,broken clouds
479,Broken Hill,AU,-31.95,141.4333,45.82,50,18,13.49,few clouds
480,Samana,DO,19.2056,-69.3369,86.22,79,40,6.91,scattered clouds
481,Tohana,IN,29.7,75.9,79.48,66,94,6.71,overcast clouds
482,Norrkoping,SE,58.5942,16.1826,68.99,67,11,4.61,few clouds
483,Denpasar,ID,-8.65,115.2167,80.26,88,40,12.66,scattered clouds
484,Ha Tinh,VN,18.3333,105.9,76.24,94,100,1.95,light rain
485,Mercedes,AR,-34.6515,-59.4307,64.85,51,0,7.0,clear sky
486,Khani,GE,41.9563,42.9566,67.57,92,8,2.04,clear sky
487,Mocuba,MZ,-16.8392,36.9856,64.74,88,0,2.19,clear sky
488,Rawlins,US,41.7911,-107.2387,91.29,18,20,13.8,few clouds
489,Pringsewu,ID,-5.3582,104.9744,73.47,98,27,2.71,scattered clouds
490,Inhambane,MZ,-23.865,35.3833,68.95,77,0,8.97,clear sky
491,Angoche,MZ,-16.2325,39.9086,71.91,74,0,6.87,clear sky
492,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,85.55,65,87,2.13,overcast clouds
493,Dawlatabad,AF,36.4141,64.9053,75.47,25,0,3.44,clear sky
494,Erdenet,MN,49.0333,104.0833,53.01,88,28,2.17,scattered clouds
495,Alyangula,AU,-13.8483,136.4192,69.22,80,24,9.06,few clouds
496,Alice Springs,AU,-23.7,133.8833,35.15,100,0,8.05,clear sky
497,Crixas,BR,-14.5489,-49.9692,81.16,26,99,6.62,overcast clouds
498,Mpika,ZM,-11.8343,31.4529,55.89,53,0,4.36,clear sky
499,Nenjiang,CN,49.1833,125.2167,56.8,85,68,2.64,broken clouds
500,Delta Del Tigre,UY,-34.7633,-56.3853,61.21,55,20,10.36,few clouds
501,Kaka,TM,37.3482,59.6143,79.47,24,0,4.54,clear sky
502,Salair,RU,54.2312,85.7972,58.01,94,56,3.83,broken clouds
503,Varhaug,NO,58.6147,5.6457,62.47,87,1,5.66,clear sky
504,Bosaso,SO,11.2842,49.1816,89.01,46,89,20.4,overcast clouds
505,Lata,PT,40.1629,-8.3327,61.3,91,0,1.86,clear sky
506,Shitkino,RU,56.3703,98.3543,55.33,90,100,3.36,overcast clouds
507,Juneau,US,58.3019,-134.4197,62.6,90,100,9.22,overcast clouds
508,Fukuchiyama,JP,35.3,135.1167,77.04,96,100,4.29,light rain
509,Barabai,ID,-2.5833,115.3833,73.27,90,98,1.41,overcast clouds
510,Rocha,UY,-34.4833,-54.3333,52.79,81,0,4.94,clear sky
511,Saldanha,ZA,-33.0117,17.9442,55.45,87,100,10.2,overcast clouds
512,Faya,SA,18.3851,42.4509,66.31,74,68,4.76,broken clouds
513,Along,IN,28.1667,94.7667,75.16,98,69,0.74,broken clouds
514,Lotofaga,WS,-13.9764,-171.8578,80.38,80,15,18.43,light rain
515,Marzuq,YE,14.4,46.4667,78.69,69,100,5.3,overcast clouds
516,Mackay,AU,-21.15,149.2,57.69,82,62,6.38,broken clouds
517,Nalut,LY,30.3333,10.85,88.99,25,31,8.12,scattered clouds
518,Bazaliya,UA,49.7127,26.4733,61.48,90,99,7.34,overcast clouds
519,Dukat,RU,62.55,155.55,53.71,81,100,4.36,overcast clouds
520,Podyuga,RU,61.095,40.8647,61.9,63,100,9.93,overcast clouds
521,Caravelas,BR,-17.7125,-39.2481,73.31,71,100,11.56,overcast clouds
522,Christchurch,NZ,-43.5333,172.6333,37.42,100,7,2.3,clear sky
523,Vestmannaeyjar,IS,63.4427,-20.2734,50.58,91,100,14.88,light rain
524,Lazaro Cardenas,MX,17.9583,-102.2,84.2,69,100,5.5,overcast clouds
525,Ariquemes,BR,-9.9133,-63.0408,91.45,30,0,0.36,clear sky
526,Zyryanka,RU,65.75,150.85,66.45,59,99,5.86,overcast clouds
527,Labuhan,ID,-6.8844,112.2051,77.02,88,84,5.75,broken clouds
528,Oyem,GA,1.5995,11.5793,67.33,99,81,3.87,broken clouds
529,Piet Retief,ZA,-27.0071,30.8132,50.25,55,0,4.29,clear sky
530,Batagay,RU,67.6333,134.6333,53.02,80,92,5.75,overcast clouds
531,Ngaoundere,CM,7.3167,13.5833,63.12,98,100,2.73,overcast clouds
532,Keti Bandar,PK,24.1447,67.4497,81.45,92,100,11.97,overcast clouds
533,Trelaze,FR,47.45,-0.4667,82.72,31,0,5.75,clear sky
534,Devils Lake,US,48.1128,-98.8651,73.51,69,0,10.36,clear sky
535,Yining,CN,29.0361,114.5636,78.28,74,100,2.08,overcast clouds
536,Clarence Town,AU,-32.5833,151.7833,55.81,80,100,2.24,light rain
537,Adre,TD,13.4667,22.2,72.21,87,99,4.25,light rain
538,San Policarpo,PH,12.1791,125.5072,78.31,87,91,3.85,overcast clouds
539,Porto Walter,BR,-8.2686,-72.7439,86.9,43,7,0.47,clear sky
540,Mogocha,RU,53.7333,119.7667,52.79,97,100,1.28,overcast clouds
541,Kuusamo,FI,65.9667,29.1833,55.44,62,0,10.36,clear sky
542,Srivardhan,IN,18.0333,73.0167,79.47,87,86,20.92,overcast clouds
543,Custodia,BR,-8.0875,-37.6431,78.26,33,10,6.08,clear sky
544,Inuvik,CA,68.3499,-133.7218,63.36,48,20,10.36,few clouds
545,Muros,ES,42.7762,-9.0603,68.09,88,39,1.36,scattered clouds
546,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,69.37,37,85,6.46,overcast clouds
547,West Bay,KY,19.3667,-81.4167,88.0,78,75,6.91,thunderstorm
548,Medina,SA,24.4686,39.6142,102.63,15,75,23.02,broken clouds
549,Tangjiazhuang,CN,39.7333,118.45,70.45,96,62,2.15,broken clouds
550,Mutoko,ZW,-17.397,32.2268,56.12,56,0,4.97,clear sky
551,Ibiruba,BR,-28.6275,-53.0897,54.81,83,4,4.76,clear sky
552,Taltal,CL,-25.4,-70.4833,59.11,74,89,4.83,overcast clouds
553,Launceston,AU,-41.45,147.1667,48.15,97,75,5.75,broken clouds
554,Sistranda,NO,63.7256,8.834,51.76,90,100,13.67,light rain
555,Turukhansk,RU,65.8167,87.9833,42.75,86,7,5.57,clear sky
556,Samarai,PG,-10.6167,150.6667,78.57,83,97,17.74,overcast clouds
557,Srandakan,ID,-7.9386,110.2506,75.94,92,69,4.14,broken clouds
558,Sobolevo,RU,54.4299,31.8996,58.57,69,0,7.34,clear sky
559,Cerrito,CO,6.8432,-72.694,60.08,82,100,3.06,overcast clouds
560,Melfi,IT,40.9965,15.6514,64.49,79,100,4.59,overcast clouds
561,Sheridan,US,44.8333,-106.9173,91.78,33,0,10.36,clear sky
562,Kokoda,PG,-8.8785,147.7407,71.94,90,69,3.42,broken clouds
563,Carauari,BR,-4.8828,-66.8958,91.18,42,79,2.15,broken clouds
564,Great Falls,US,47.5002,-111.3008,92.59,24,0,12.66,clear sky
565,Rio Rancho,US,35.2334,-106.6645,89.98,36,75,8.05,broken clouds
566,Santiago Del Estero,AR,-27.7951,-64.2615,72.27,26,100,10.67,overcast clouds
567,Terney,RU,45.0503,136.6092,65.32,90,20,6.82,few clouds
568,Praya,CV,14.9215,-23.5087,81.14,69,20,12.66,few clouds
569,Vung Tau,VN,10.346,107.0843,78.87,85,97,6.17,overcast clouds
570,Alice,US,27.7523,-98.0697,98.76,38,0,6.91,clear sky
571,Auch,FR,43.65,0.5833,79.97,44,2,5.86,clear sky
572,Camacha,PT,33.0833,-16.3333,69.22,73,20,6.91,few clouds
573,Kulhudhuffushi,MV,6.6221,73.07,81.16,80,74,13.91,broken clouds
574,Methoni,GR,36.8197,21.7049,73.26,67,20,6.02,few clouds
575,Leh,IN,34.1667,77.5833,67.33,46,100,5.66,overcast clouds
576,San Ramon,US,37.7799,-121.978,87.49,48,0,11.5,clear sky
577,Boden,SE,65.8252,21.6886,59.0,60,97,10.33,overcast clouds
578,Puerto Madero,MX,14.7208,-92.4215,89.8,66,40,0.0,scattered clouds
579,Ambilobe,MG,-13.2,49.05,64.58,73,1,5.66,clear sky
580,Camopi,GF,3.1655,-52.3158,81.63,71,90,3.85,overcast clouds
581,Mackenzie,CA,55.2999,-123.1698,77.22,41,0,5.75,clear sky
582,Oriximina,BR,-1.7656,-55.8661,89.89,41,83,2.84,broken clouds
583,Pinega,RU,64.7001,43.3936,60.33,97,100,8.39,overcast clouds
584,Waipawa,NZ,-41.4122,175.5153,41.79,86,74,1.59,broken clouds
585,Skelleftea,SE,64.7507,20.9528,59.36,70,100,11.5,overcast clouds
586,Victoria Point,AU,-27.5833,153.3,60.15,95,100,3.18,overcast clouds
587,Eydhafushi,MV,5.1033,73.0708,81.23,79,81,11.99,broken clouds
588,Daru,PG,-9.0763,143.2092,76.28,83,100,14.38,overcast clouds
589,Mbanza-Ngungu,CD,-5.25,14.8667,72.88,50,100,5.12,overcast clouds
590,Lasa,IT,46.6166,10.7002,63.03,85,99,3.2,overcast clouds
591,Haines Junction,CA,60.7522,-137.5108,56.28,82,100,3.04,overcast clouds
592,Yaan,NG,7.3833,8.5667,71.08,98,100,4.43,light rain
593,Kindu,CD,-2.95,25.95,75.38,34,76,0.81,broken clouds
594,Mahenge,TZ,-8.6833,36.7167,61.74,56,58,2.73,broken clouds
595,Saint-Pierre,RE,-21.3393,55.4781,67.91,74,0,8.05,clear sky
596,Yavaros,MX,26.7,-109.5167,95.45,53,34,9.31,scattered clouds
597,Kununurra,AU,-15.7667,128.7333,71.58,40,7,6.91,clear sky
598,Rock Sound,BS,24.9,-76.2,82.18,73,0,15.12,clear sky
599,Yovon,TJ,38.3141,69.0378,71.28,25,0,4.18,clear sky
600,Vallenar,CL,-28.5708,-70.7581,67.8,42,100,5.39,overcast clouds
601,Jacareacanga,BR,-6.2222,-57.7528,93.18,34,19,1.59,few clouds
602,Buin,CL,-33.7333,-70.75,70.12,63,0,5.57,clear sky
603,Buritizeiro,BR,-17.3511,-44.9622,70.74,34,100,5.06,overcast clouds
604,Ambovombe,MG,-25.1667,46.0833,64.11,75,0,6.11,clear sky
605,Miguel Auza,MX,24.2933,-103.4503,76.53,38,77,11.36,broken clouds
606,Black River,JM,18.0264,-77.8487,85.24,66,21,6.73,few clouds
607,Kaeo,NZ,-35.1,173.7833,45.32,97,0,5.39,clear sky
608,Sulangan,PH,11.1373,123.7228,82.89,72,100,7.25,overcast clouds
609,Quixada,BR,-4.9714,-39.0153,81.61,41,83,5.19,broken clouds
610,Phuket,TH,8.0,98.25,79.02,89,20,2.3,few clouds
611,Trinidad,BO,-14.8333,-64.9,82.38,34,0,3.44,clear sky
612,Merauke,ID,-8.4667,140.3333,75.13,83,14,12.93,few clouds
613,Hohhot,CN,40.8106,111.6522,66.49,82,0,4.47,clear sky
614,Nueva Gerona,CU,21.8833,-82.8,86.32,57,15,5.79,few clouds
615,Flin Flon,CA,54.7682,-101.865,75.04,57,100,6.91,overcast clouds
616,Sabang,ID,5.8933,95.3214,82.02,74,100,19.66,overcast clouds
617,Mayo,US,38.8876,-76.5119,89.94,50,0,5.75,clear sky
618,North Bend,US,43.4065,-124.2243,78.24,91,0,8.05,clear sky
619,Zhigansk,RU,66.7697,123.3711,48.56,75,31,22.15,scattered clouds
620,Tateyama,JP,34.9833,139.8667,79.11,85,95,19.33,overcast clouds
621,Shiyan,CN,32.6475,110.7781,78.84,81,13,0.45,few clouds
622,Iskateley,RU,67.6803,53.1512,57.94,96,100,17.69,moderate rain
623,Vila Nova De Milfontes,PT,37.7238,-8.7828,68.25,91,0,4.5,clear sky
624,Olot,ES,42.181,2.4901,79.25,65,88,6.17,overcast clouds
625,Cairns,AU,-16.9167,145.7667,69.75,78,100,8.05,overcast clouds
626,Griffin,US,33.2468,-84.2641,87.46,61,0,5.75,clear sky
627,Smidovich,RU,48.6,133.8167,58.64,89,89,3.78,overcast clouds
628,Port Augusta,AU,-32.5,137.7667,46.63,94,42,3.91,scattered clouds
629,Mogadouro,PT,41.3403,-6.7119,78.26,26,0,4.05,clear sky
630,Aguada De Pasajeros,CU,22.385,-80.8508,89.94,48,83,9.64,light rain
631,Bonfim,BR,3.0833,-59.95,85.08,65,48,3.8,scattered clouds
632,Kearney,US,40.6995,-99.0815,90.16,45,0,11.5,clear sky
633,Port Blair,IN,11.6667,92.75,80.64,83,75,3.44,mist
634,Sokoto,NG,13.0609,5.239,73.6,79,100,8.86,overcast clouds
635,Caala,AO,-12.8525,15.5606,61.16,16,4,2.95,clear sky
636,Bartow,US,27.8964,-81.8431,90.05,65,40,8.05,scattered clouds
637,Mianwali,PK,32.5741,71.5264,84.51,68,4,2.66,clear sky
638,Marystown,CA,47.1666,-55.1483,59.36,86,100,8.41,overcast clouds
639,Cassilandia,BR,-19.1133,-51.7342,66.31,41,0,5.79,clear sky
640,Egvekinot,RU,66.3167,-179.1667,48.31,90,100,4.16,overcast clouds
641,Valea Nucarilor,RO,45.0333,28.9333,72.37,50,20,11.5,few clouds
642,Martapura,ID,-3.4167,114.85,77.09,88,100,2.3,overcast clouds
643,Orzhytsya,UA,49.7918,32.7012,72.05,67,100,6.22,overcast clouds
644,Klamath Falls,US,42.2249,-121.7817,83.86,17,0,3.0,clear sky
645,Imbituba,BR,-28.24,-48.6703,61.09,93,72,5.99,broken clouds
646,Saurimo,AO,-9.6608,20.3916,65.41,21,99,4.74,overcast clouds
647,Do Gonbadan,IR,30.3586,50.7981,84.29,70,75,0.0,broken clouds
648,Novocheremshansk,RU,54.3571,50.1666,58.53,74,27,5.59,scattered clouds
649,Kawalu,ID,-7.3817,108.2082,71.56,98,67,0.13,moderate rain
650,Lamas,PE,-6.4167,-76.5333,81.07,51,42,2.39,scattered clouds
651,Palu,ID,-0.8917,119.8707,76.41,93,97,4.29,overcast clouds
652,Missoula,US,47.0166,-113.8009,85.84,31,42,4.43,scattered clouds
653,Warsaw,PL,52.2298,21.0118,69.64,76,0,3.44,light rain
654,Corning,US,42.1428,-77.0547,82.44,41,0,12.66,clear sky
655,Firovo,RU,57.4814,33.7021,56.62,75,74,3.87,broken clouds
656,Kanniyakumari,IN,8.0833,77.5667,79.59,78,100,19.93,overcast clouds
657,Liverpool,GB,53.4106,-2.9779,79.34,60,0,4.61,clear sky
658,Trairi,BR,-3.2778,-39.2689,77.76,80,82,13.27,broken clouds
659,Rivne,UA,50.6231,26.2274,60.67,92,43,7.07,scattered clouds
660,Mandalgovi,MN,45.7625,106.2708,55.71,88,100,12.1,overcast clouds
661,Belison,PH,10.8384,121.9605,77.92,83,85,3.94,overcast clouds
662,Romny,UA,50.751,33.4747,71.35,74,91,14.99,overcast clouds
663,Bedele,ET,8.456,36.353,56.21,98,100,2.42,light rain
664,Idaho Falls,US,43.4666,-112.0341,86.0,41,0,5.75,smoke
665,Susanville,US,40.4163,-120.653,87.91,17,0,8.99,clear sky
666,Veinticinco De Mayo,AR,-35.4323,-60.1727,58.12,56,0,7.65,clear sky
667,Khor,RU,47.8861,134.9464,58.84,94,78,4.27,broken clouds
668,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,91.47,28,11,0.85,few clouds
669,Kahului,US,20.8947,-156.47,87.82,53,20,17.27,few clouds
670,Beloha,MG,-25.1667,45.05,66.22,55,0,11.03,clear sky
671,Adamovka,RU,51.5223,59.9396,71.8,55,92,5.55,overcast clouds
672,Lingao,CN,19.9103,109.6859,78.75,93,99,9.93,overcast clouds
673,Muswellbrook,AU,-32.2667,150.9,52.32,93,100,2.57,light rain
674,Sigli,ID,5.3848,95.9609,78.75,81,100,5.17,overcast clouds
675,Gazanjyk,TM,39.2446,55.5154,83.68,22,0,13.2,clear sky
676,Sangar,RU,63.9242,127.4739,55.98,93,36,1.99,scattered clouds
677,Puerto Montt,CL,-41.4698,-72.9447,50.83,81,100,17.27,overcast clouds
678,Hami,CN,42.8,93.45,85.93,29,41,14.32,scattered clouds
679,Vao,NC,-22.6667,167.4833,67.96,58,16,18.7,few clouds
680,Brownwood,US,31.7093,-98.9912,99.97,30,52,12.97,broken clouds
681,Tarauaca,BR,-8.1614,-70.7656,87.15,43,42,2.04,scattered clouds
682,Seymchan,RU,62.8833,152.4333,59.72,86,100,2.82,overcast clouds
683,Novyy Urengoy,RU,66.0833,76.6333,56.71,56,100,13.69,overcast clouds
684,Baoying,CN,33.2292,119.3092,80.19,81,51,5.21,broken clouds
685,Tutoia,BR,-2.7619,-42.2744,79.23,78,20,12.62,few clouds
686,Saint-Augustin,CA,51.226,-58.6502,63.39,85,100,15.32,overcast clouds
687,Valente,BR,-11.4122,-39.4619,80.15,25,0,6.26,clear sky
688,Manokwari,ID,-0.8667,134.0833,77.95,75,45,3.96,scattered clouds
689,Pulivendla,IN,14.4167,78.2333,78.75,67,98,16.98,overcast clouds
690,Lagunas,PE,-5.2269,-75.6753,88.18,46,47,2.8,scattered clouds
691,Quang Ngai,VN,15.1167,108.8,76.44,82,78,5.08,broken clouds
692,Uhlove,UA,44.8215,33.6045,73.02,73,19,4.25,few clouds
693,Takoradi,GH,4.8845,-1.7554,74.73,84,100,8.79,overcast clouds
694,Madang,PG,-5.2246,145.7966,75.54,95,100,1.5,heavy intensity rain
695,Yarada,IN,17.65,83.2667,82.72,83,75,4.61,mist
696,Lufilufi,WS,-13.8745,-171.5986,80.38,81,23,15.79,light rain
697,Pozo Colorado,PY,-23.4923,-58.7972,71.53,38,0,5.01,clear sky
698,Meulaboh,ID,4.1363,96.1285,77.36,84,100,0.65,overcast clouds
699,Summerland,CA,49.5998,-119.6691,90.09,37,40,8.05,scattered clouds
700,Alenquer,BR,-1.9417,-54.7383,88.27,44,95,3.47,overcast clouds
701,Venado Tuerto,AR,-33.7456,-61.9688,64.76,52,2,10.02,clear sky
702,Poso,ID,-1.3959,120.7524,76.26,89,100,3.51,overcast clouds
703,Calvinia,ZA,-31.4707,19.776,50.09,70,89,7.43,overcast clouds
704,Manta,EC,-0.95,-80.7333,82.18,69,40,11.5,scattered clouds
705,Maymyo,MM,22.0333,96.4667,67.6,95,100,3.91,heavy intensity rain
706,Wuhu,CN,31.3366,118.3755,81.93,72,100,2.51,overcast clouds
707,Bay Roberts,CA,47.5999,-53.2648,61.52,86,99,3.0,overcast clouds
708,Waddan,LY,29.1614,16.139,86.22,24,0,6.35,clear sky
709,Pemba,MZ,-12.974,40.5178,74.1,83,75,5.75,broken clouds
710,Taiyuan,CN,37.8694,112.5603,73.26,88,16,2.24,few clouds
711,Sterling,US,39.0062,-77.4286,88.86,48,20,10.36,few clouds
